Region,GameCity,GameState,seed,team,score,games,fg,fga,fgPerc,3p,3pa,3pPerc,2p,2pa,2pPerc,pts,opp_pts,ast,orb,drb,poss,tsPerc,efgPerc,tov,toPerc,ft,fta,ftr,ortg,drtg,sos,loss
One,Dayton,OH,1,Pitt,72,36,1040,2174,0.478,225,640,0.352,815,1534,0.478,2787,2320,633,533,900,2443.886992323796,0.5601514639911244,0.5301287948482061,436,0.17840432121839836,482,713,0.327966881324747,1.1403964294396245,0.9493073973089088,8.61,0
One,Dayton,OH,16,ETSU,62,34,944,2044,0.462,195,590,0.331,749,1454,0.462,2657,2383,429,395,895,2484.6007751937987,0.5534494250958173,0.5095401174168297,477,0.19198255299698763,574,810,0.39628180039138944,1.069387092899363,0.9591078066914497,-1.87,1
One,Dayton,OH,8,Oklahoma State,77,35,948,2059,0.46,327,851,0.384,621,1208,0.46,2830,2608,446,346,877,2478.4840392477518,0.5856109391295711,0.5398251578436134,431,0.17389662115024693,607,812,0.39436619718309857,1.1418270019842198,1.0522561205564824,7.44,0
One,Dayton,OH,9,Tennessee,75,34,957,2105,0.455,229,728,0.315,728,1377,0.455,2665,2465,554,485,831,2413.098936170213,0.5450611122928155,0.5090261282660332,452,0.18731101042933665,522,772,0.3667458432304038,1.1043890327304915,1.0215080546644135,7.71,1
One,Boise,ID,5,Florida State,59,35,820,1886,0.435,216,631,0.342,604,1255,0.435,2392,2271,423,399,854,2366.385810055866,0.5408925631795076,0.49204665959703076,548,0.23157677740937044,536,739,0.39183457051961823,1.0108241816846972,0.9596913530961318,7.91,1
One,Boise,ID,12,Wisconsin,61,33,735,1686,0.436,213,592,0.36,522,1094,0.436,2106,1948,393,317,703,1932.9552058823529,0.5420793608302618,0.4991103202846975,330,0.17072304572591585,423,583,0.3457888493475682,1.0895234372690266,1.0077833123457094,8.43,0
One,Boise,ID,4,Xavier,77,35,847,1846,0.459,239,607,0.394,608,1239,0.459,2508,2165,464,420,958,2371.6013062409293,0.5647529318513448,0.5235644637053087,511,0.21546623315448954,575,851,0.4609967497291441,1.0575133321946375,0.9128853126799801,4.65,0
One,Boise,ID,13,Portland State,59,33,861,1899,0.453,317,835,0.38,544,1064,0.453,2417,2262,503,388,728,2188.656559139785,0.5636450132457744,0.5368615060558188,453,0.20697628328587292,378,557,0.29331226961558715,1.1043304121455957,1.0335107125665444,-3.16,1
One,Philadelphia,PA,6,UCLA,65,35,967,1973,0.49,262,656,0.399,705,1317,0.49,2642,2241,541,395,756,2289.9943527367504,0.588670433682109,0.5565129244804866,440,0.19214021181936985,446,616,0.31221490116573747,1.153714635515398,0.9786050333800178,7.18,0
One,Philadelphia,PA,11,VCU,64,34,866,1878,0.461,222,601,0.369,644,1277,0.461,2440,2156,469,362,790,2244.3325694444443,0.5593353995121862,0.520234291799787,431,0.192039275225012,486,689,0.36687965921192756,1.087182903826054,0.9606419428889231,-0.65,1
