Region,GameCity,GameState,seed,team,score,games,fg,fga,fgPerc,3p,3pa,3pPerc,2p,2pa,2pPerc,pts,opp_pts,ast,orb,drb,poss,tsPerc,efgPerc,tov,toPerc,ft,fta,ftr,ortg,drtg,sos,loss
One,Buffalo,NY,1,Villanova,76,36,965,1948,0.495,311,843,0.369,654,1105,0.495,2779,2256,505,316,892,2347.2576490066226,0.6182039828442277,0.5752053388090349,402,0.17126368729488622,538,681,0.3495893223819302,1.1839347935136537,0.9611215884011525,9.28,0
One,Buffalo,NY,16,Mount St. Mary's,56,36,877,1977,0.444,261,730,0.358,616,1247,0.444,2446,2474,403,276,806,2404.767097966728,0.5414858762064996,0.5096105209914011,472,0.19627680385309831,431,640,0.32372281234193223,1.017146318272624,1.0287898574842484,-3.51,1
One,Buffalo,NY,8,Wisconsin,84,37,971,2135,0.455,283,788,0.359,688,1347,0.455,2678,2308,504,460,917,2411.1355119825707,0.5478006153040518,0.5210772833723654,411,0.17045910441676204,453,703,0.32927400468384077,1.1106800039612865,0.9572253357515493,9.4,0
One,Buffalo,NY,9,Virginia Tech,74,33,887,1813,0.489,290,720,0.403,597,1093,0.489,2610,2465,497,240,828,2284.7438202247195,0.6100867678958786,0.5692222835079978,398,0.17419896116005432,546,741,0.40871483728626584,1.142360021677743,1.0788955760289796,8.38,1
One,Orlando,FL,5,Virginia,76,34,839,1823,0.46,232,602,0.385,607,1221,0.46,2246,1916,473,297,822,2057.14927613941,0.5527771761601922,0.523861766319254,324,0.15749950854710992,336,474,0.26001097092704334,1.091802148755583,0.9313859826427858,10.93,0
One,Orlando,FL,12,UNC Wilmington,71,35,1071,2231,0.48,336,917,0.366,735,1314,0.48,2967,2624,564,422,839,2461.826169706582,0.5834762361751333,0.555356342447333,363,0.14745151565403375,489,708,0.31734648139847604,1.205202884147433,1.0658754189426571,-0.55,1
One,Orlando,FL,4,Florida,80,36,953,2118,0.45,278,776,0.358,675,1342,0.45,2804,2394,450,416,915,2499.7945905334336,0.5625010030331723,0.5155807365439093,431,0.1724141662007631,620,851,0.40179414542020775,1.1216921624754983,0.957678686507255,11.01,0
One,Orlando,FL,13,ETSU,65,35,960,1967,0.488,265,693,0.382,695,1274,0.488,2782,2438,516,357,912,2522.8763356973996,0.5941905168731312,0.5554143365531266,519,0.20571757428472318,597,850,0.43213014743263856,1.1027096178421962,0.9663573142700483,-2.11,1
One,Tulsa,OK,6,SMU,65,35,914,1934,0.473,286,705,0.406,628,1229,0.473,2599,2100,566,416,919,2249.3083146067415,0.5800717780237832,0.546535677352637,377,0.16760708060865054,485,696,0.35987590486039295,1.1554663196336412,0.9336203429129075,4.45,1
One,Tulsa,OK,11,USC,66,36,975,2139,0.456,283,782,0.362,692,1357,0.456,2816,2633,550,387,899,2476.993810264386,0.5665357625700121,0.5219728845254792,398,0.16067864132349965,583,787,0.36792893875642824,1.1368619446406407,1.0629820668461671,6.4,0
One,Tulsa,OK,3,Baylor,91,35,921,1956,0.471,230,641,0.359,691,1315,0.471,2550,2228,544,451,878,2313.5836343115125,0.5674636378202275,0.5296523517382413,469,0.20271581845778716,478,661,0.3379345603271984,1.1021862197598236,0.9630081951470145,11.87,0
One,Tulsa,OK,14,New Mexico State,73,34,913,1957,0.467,252,747,0.337,661,1210,0.467,2678,2310,505,436,903,2395.4607318894696,0.5751915873397712,0.5309146653040367,465,0.19411714573723007,600,843,0.430761369443025,1.1179477769554884,0.964323885275272,-3.82,1
One,Greenville,SC,7,South Carolina,93,37,924,2197,0.421,248,733,0.338,676,1464,0.421,2707,2414,468,464,882,2557.0464784546803,0.5242953872852074,0.47701411015020484,480,0.1877165722423951,611,874,0.3978152025489304,1.0586432522086742,0.9440579279023787,10.16,0
One,Greenville,SC,10,Marquette,73,32,919,1888,0.487,336,783,0.429,583,1105,0.487,2631,2418,525,280,778,2243.6026465028353,0.613172368789037,0.5757415254237288,396,0.17650184207852312,457,585,0.3098516949152542,1.1726675416883696,1.0777309448128003,8.6,1
One,Greenville,SC,2,Duke,87,37,1019,2144,0.475,311,822,0.378,708,1322,0.475,2991,2597,484,390,951,2551.7161073825505,0.594755178008972,0.5478078358208955,421,0.16498700571822042,642,842,0.3927238805970149,1.1721523375372858,1.0177464462000438,10.91,0
One,Greenville,SC,15,Troy,65,37,982,2153,0.456,311,867,0.359,671,1286,0.456,2889,2667,484,409,953,2577.541020558003,0.571925184504767,0.5283325592196935,462,0.17924060036878994,614,847,0.3934045517882025,1.1208357023061346,1.0347071021289238,-3.36,1
Two,Greenville,SC,1,UNC,103,40,1226,2633,0.466,283,798,0.355,943,1835,0.466,3377,2824,722,630,1118,2929.8034897025173,0.5561520928578016,0.519369540448158,473,0.161444274901873,642,916,0.34789213824534754,1.1526370324389537,0.9638871719299985,11.76,0
Two,Greenville,SC,16,Texas Southern,64,35,866,2015,0.43,205,693,0.296,661,1322,0.43,2593,2544,409,401,827,2377.733037459283,0.5384315093524702,0.4806451612903226,407,0.17117144506470677,656,893,0.4431761786600496,1.09053453821323,1.0699266738196904,-7.81,1
Two,Greenville,SC,8,Arkansas,77,36,997,2165,0.461,233,638,0.365,764,1527,0.461,2855,2659,497,401,897,2536.9031124807398,0.5646756329113924,0.5143187066974596,428,0.16870963573436404,628,825,0.3810623556581986,1.125387873882265,1.0481283210693317,8.6,0
Two,Greenville,SC,9,Seton Hall,71,33,872,1949,0.447,202,598,0.338,670,1351,0.447,2417,2323,405,439,872,2305.3119679633865,0.5320226104106501,0.49923037455105185,449,0.19476756562222086,471,733,0.37609030271934324,1.048448120509817,1.007672728152381,9.25,1
Two,Milwaukee,WI,5,Minnesota,72,34,887,2037,0.435,209,610,0.343,678,1427,0.435,2556,2361,507,378,963,2405.5476510067115,0.5343613587329197,0.48674521354933725,393,0.16337236131470154,573,806,0.3956799214531173,1.0625439071765321,0.9814812851501534,8.82,1
Two,Milwaukee,WI,12,Middle Tennessee,81,36,1014,2077,0.488,228,622,0.367,786,1455,0.488,2697,2299,552,355,918,2386.2118224666146,0.5726990113138315,0.5430909966297545,374,0.15673378049623363,441,631,0.30380356283100624,1.1302433315463694,0.963451768344495,-0.48,0
Two,Milwaukee,WI,4,Butler,76,34,906,1898,0.477,261,714,0.366,645,1184,0.477,2595,2341,453,287,804,2246.3760953253895,0.587699749972823,0.5461011591148578,346,0.15402585556355006,522,704,0.37091675447839834,1.1551939167266254,1.0421229129314182,10.23,0
Two,Milwaukee,WI,13,Winthrop,64,33,891,1957,0.455,313,839,0.373,578,1118,0.455,2615,2322,423,316,908,2382.526209150327,0.5744727592267135,0.5352580480327032,430,0.18048070084120904,520,725,0.370464997445069,1.0975744946506085,0.9745957845425288,-6.12,1
Two,Sacramento,CA,6,Cincinnati,75,36,969,2116,0.458,264,764,0.346,705,1352,0.458,2674,2208,557,437,891,2348.3402635542166,0.5527717139644108,0.5203213610586012,361,0.15372559317857368,472,688,0.32514177693761814,1.1386765544584654,0.9402385311309992,5.49,0
Two,Sacramento,CA,11,Kansas State,61,35,869,1883,0.461,247,683,0.362,622,1200,0.461,2523,2372,521,330,802,2329.7072438162545,0.5672212230215827,0.5270844397238449,453,0.1944450321826481,538,775,0.4115772703133298,1.0829686891762056,1.0181536784486562,10.48,1
