Region,GameCity,GameState,seed,team,score,games,fg,fga,fgPerc,3p,3pa,3pPerc,2p,2pa,2pPerc,pts,opp_pts,ast,orb,drb,poss,tsPerc,efgPerc,tov,toPerc,ft,fta,ftr,ortg,drtg,sos,loss
One,Pittsburgh,PA,2,Ohio State,78,39,1057,2219,0.476,199,596,0.334,858,1623,0.476,2913,2333,568,447,898,2593.1858884758367,0.5620861054938948,0.5211807120324471,449,0.17314609106711704,600,846,0.38125281658404686,1.123328648727198,0.8996655466805881,9.07,0
One,Pittsburgh,PA,15,Loyola (MD),59,33,755,1775,0.425,164,484,0.339,591,1291,0.425,2222,2120,393,430,614,2073.277011494253,0.5264704209867884,0.4715492957746479,443,0.21367139921197545,548,762,0.4292957746478873,1.0717332935643555,1.0225358156419593,-2.72,1
Two,Louisville,KY,1,Kentucky,81,40,1096,2248,0.488,225,595,0.378,871,1653,0.488,3095,2423,531,472,973,2665.566034602076,0.5816094891608286,0.5375889679715302,445,0.16694390393012004,678,938,0.41725978647686834,1.1611042307049921,0.9090001780284963,7.93,0
Two,Louisville,KY,16,Western Kentucky,66,35,769,1952,0.394,195,638,0.306,574,1314,0.394,2272,2383,385,449,724,2315.474262574595,0.4944720118394707,0.44390368852459017,534,0.23062229998887615,539,785,0.4021516393442623,0.9812244673684019,1.0291628106245165,0.51,1
Two,Louisville,KY,8,Iowa State,77,34,847,1888,0.449,293,786,0.373,554,1102,0.449,2490,2286,484,371,802,2247.1018158567776,0.5634401984033599,0.526218220338983,419,0.18646240105513118,503,731,0.3871822033898305,1.1080939824040015,1.0173103790263243,7.32,0
Two,Louisville,KY,9,UConn,64,34,858,1900,0.452,185,557,0.332,673,1343,0.452,2336,2193,457,415,736,2178.801650738488,0.5335574762000476,0.5002631578947369,418,0.19184857871680155,435,657,0.34578947368421054,1.072148994934087,1.0065165864257075,8.07,1
Two,Portland,OR,5,Wichita State,59,33,912,1892,0.482,230,620,0.371,682,1272,0.482,2545,2060,485,359,798,2232.034917891098,0.5835442805781789,0.5428118393234672,403,0.18055273094955343,491,656,0.346723044397463,1.1402151371379987,0.9229246296676925,3.8,1
Two,Portland,OR,12,VCU,62,36,837,2040,0.41,267,800,0.334,570,1240,0.41,2448,2154,433,439,676,2240.197139013453,0.5174163003043626,0.47573529411764703,411,0.1834659962921825,507,740,0.3627450980392157,1.092760970616211,0.9615225207137739,0.63,0
Two,Portland,OR,4,Indiana,79,36,949,1928,0.492,229,531,0.431,720,1397,0.492,2782,2392,487,383,747,2379.1522212389377,0.6033346056421112,0.5516078838174274,463,0.1946071360490309,655,858,0.4450207468879668,1.1693240874479567,1.0054001499552525,7.79,0
Two,Portland,OR,13,New Mexico State,66,36,970,2045,0.474,165,505,0.327,805,1540,0.474,2812,2459,498,518,834,2560.4977071005915,0.560043337635231,0.5146699266503667,533,0.2081626546752696,707,1058,0.517359413202934,1.0982239867670884,0.9603601648151744,0.08,1
Two,Albuquerque,NM,6,UNLV,64,35,942,2062,0.457,291,799,0.364,651,1263,0.457,2671,2307,616,408,819,2423.1100244498775,0.5599674627666711,0.5274005819592629,466,0.1923148331268188,496,734,0.3559650824442289,1.1023024018921308,0.9520822318102381,4.37,1
Two,Albuquerque,NM,11,Colorado,68,36,835,1874,0.446,199,572,0.348,636,1302,0.446,2429,2269,422,351,841,2338.6365520134227,0.544521162123386,0.4986659551760939,468,0.20011660195641803,560,810,0.43223052294557096,1.0386393721199558,0.9702234398271634,5.73,0
Two,Albuquerque,NM,3,Baylor,68,38,1004,2148,0.467,259,676,0.383,745,1472,0.467,2839,2483,570,470,810,2524.133125,0.5719270254153975,0.5277001862197392,522,0.20680367244893236,572,759,0.35335195530726254,1.1247425787021437,0.9837040587944426,8.03,0
Two,Albuquerque,NM,14,South Dakota State,60,35,918,1963,0.468,284,728,0.39,634,1235,0.468,2689,2329,500,363,715,2269.680102040816,0.5826601719595064,0.5399898115129903,370,0.16301856797674222,569,783,0.3988792664289353,1.1847484575390805,1.0261357968049531,-1.87,1
Two,Greensboro,NC,7,Notre Dame,63,34,781,1800,0.434,221,665,0.332,560,1135,0.434,2257,2097,497,345,705,2052.9487142857142,0.5383756655153331,0.49527777777777776,342,0.16658964620993594,474,673,0.3738888888888889,1.0993942441398403,1.0214575675503967,6.47,1
Two,Greensboro,NC,10,Xavier,67,36,899,1986,0.453,176,501,0.351,723,1485,0.453,2543,2422,471,378,805,2389.961775147929,0.5419032032595168,0.49697885196374625,448,0.1874506967678471,569,819,0.4123867069486405,1.0640337541978464,1.0134053294011733,6.22,0
Two,Greensboro,NC,2,Duke,70,34,874,1915,0.456,274,739,0.371,600,1176,0.456,2628,2334,423,406,746,2283.0381770833333,0.5725091061189634,0.5279373368146214,415,0.18177532209740707,606,864,0.4511749347258486,1.1510977023421345,1.0223219319887906,8.4,1
Two,Greensboro,NC,15,Lehigh,75,35,902,2030,0.444,254,726,0.35,648,1304,0.444,2648,2288,456,386,718,2306.201304347826,0.559140511503767,0.506896551724138,391,0.16954287523073422,590,768,0.3783251231527094,1.1482085258592947,0.9921076688693604,-5.14,0
Three,Greensboro,NC,1,UNC,77,38,1134,2473,0.459,194,580,0.334,940,1893,0.459,3091,2549,659,570,1022,2775.8250628140704,0.5368780135339809,0.4977759805903761,447,0.1610332027000438,629,922,0.37282652648604936,1.1135427954045534,0.9182855339651267,7.07,0
Three,Greensboro,NC,16,Vermont,58,36,848,1914,0.443,191,561,0.34,657,1353,0.443,2415,2193,475,401,765,2252.3284562607205,0.5419269711331323,0.49294670846394983,445,0.19757331518990878,528,714,0.3730407523510972,1.0722237217609656,0.9736590566549886,-5.19,1
Three,Greensboro,NC,8,Creighton,58,35,975,1935,0.504,287,677,0.424,688,1258,0.504,2772,2439,616,330,833,2359.3331040412727,0.613469777982366,0.5780361757105943,421,0.17844025469692018,535,737,0.38087855297157625,1.1749082803322155,1.0337667012013976,3.41,0
Three,Greensboro,NC,9,Alabama,57,33,778,1722,0.452,136,470,0.289,642,1252,0.452,2135,1918,402,352,714,2060.6651407129457,0.5347874877261888,0.4912891986062718,423,0.2052735263205603,443,623,0.3617886178861789,1.036073235684152,0.9307674314015004,7.18,1
Three,Nashville,TN,5,Temple,44,32,861,1836,0.469,228,574,0.397,633,1262,0.469,2401,2225,493,333,686,2146.8753189401377,0.5684508589503191,0.5310457516339869,401,0.1867830872441928,451,627,0.3415032679738562,1.1183695572900423,1.0363899479260075,4.94,1
Three,Nashville,TN,12,South Florida,58,36,772,1765,0.437,169,534,0.316,603,1231,0.437,2134,2037,423,374,741,2132.4065112107623,0.5262171545806044,0.48526912181303117,485,0.22744256193657048,421,597,0.33824362606232294,1.0007472725209101,0.955258760133596,7.29,0
Three,Nashville,TN,4,Michigan,60,34,808,1777,0.455,276,788,0.35,532,989,0.455,2255,2090,431,291,676,2036.1860082730093,0.5642239481164179,0.5323579065841305,370,0.18171227898467657,363,503,0.2830613393359595,1.1074626732714747,1.0264288191296596,8.98,1
Three,Nashville,TN,13,Ohio,65,37,901,2107,0.428,278,809,0.344,623,1298,0.428,2597,2311,488,451,685,2375.294172535211,0.532923465869915,0.49359278595158995,481,0.20250123355736466,517,749,0.3554817275747508,1.0933382610155427,0.972932122143596,0.17,0
Three,Columbus,OH,6,San Diego State,65,34,863,1903,0.453,197,578,0.341,666,1325,0.453,2416,2166,417,360,793,2262.7516045099737,0.546033123598756,0.5052548607461902,426,0.18826635639144998,493,703,0.3694167104571729,1.0677265658256883,0.9572416148917386,3.79,1
Three,Columbus,OH,11,NC State,79,37,977,2134,0.458,198,557,0.355,779,1577,0.458,2697,2501,577,456,825,2472.910351288056,0.5449453640243114,0.5042174320524836,470,0.1900594575760471,545,774,0.3626991565135895,1.0906177810268063,1.0113589433993484,6.8,0
Three,Columbus,OH,3,Georgetown,74,33,811,1743,0.465,186,536,0.347,625,1207,0.465,2278,1959,451,367,741,2098.886750902527,0.5585742869473106,0.5186460126219162,417,0.19867675081596892,470,673,0.38611589213998854,1.0853372622512643,0.9333519300922856,7.69,0
Three,Columbus,OH,14,Belmont,59,35,975,2026,0.481,309,817,0.378,666,1209,0.481,2831,2363,606,401,750,2375.808019113814,0.5975700366436447,0.557502467917078,430,0.18099105506024502,572,779,0.3845014807502468,1.1915945973850084,0.9946089839706023,-1.22,1
Three,Omaha,NE,7,Saint Mary's,69,33,857,1811,0.473,245,713,0.344,612,1098,0.473,2467,2068,520,378,774,2137.8565625,0.5824770503569945,0.5408614025400331,383,0.17915140179101702,508,697,0.3848702374378796,1.153959551484175,0.967324018025648,0.78,1
Three,Omaha,NE,10,Purdue,72,35,889,2019,0.44,284,753,0.377,605,1266,0.44,2514,2310,470,391,648,2145.58739172281,0.5413063699314432,0.5106488360574541,306,0.14261828773811716,452,689,0.34125804853888064,1.1717071090641389,1.0766282505720608,8.05,0
Three,Omaha,NE,2,Kansas,65,39,1023,2169,0.472,222,643,0.345,801,1526,0.472,2867,2407,587,449,919,2617.7345175438595,0.5624391851596094,0.5228215767634855,506,0.1932969125053844,597,863,0.3978792070078377,1.0952218342943418,0.9194973683803561,9.93,0
Three,Omaha,NE,15,Detroit,50,36,903,2008,0.45,165,553,0.298,738,1455,0.45,2597,2432,463,434,690,2344.2698398576513,0.5444261827695507,0.49078685258964144,450,0.19195742416211134,626,857,0.426792828685259,1.1078076234422292,1.0374232345827885,-0.01,1
Four,Columbus,OH,1,Michigan State,89,37,960,2012,0.477,200,555,0.36,760,1457,0.477,2651,2195,566,420,882,2426.490322580645,0.5650138962301148,0.5268389662027833,474,0.19534386582505994,531,759,0.3772365805168986,1.0925244478950082,0.9045987035569759,9.81,0
Four,Columbus,OH,16,LIU-Brooklyn,67,34,920,1940,0.474,225,606,0.371,695,1334,0.474,2769,2641,500,396,771,2501.653470437018,0.585511291550368,0.5322164948453608,546,0.21825564829513272,704,965,0.49742268041237114,1.1068679306396016,1.0557017713323178,-5.1,1
Four,Columbus,OH,8,Memphis,54,35,933,1899,0.491,185,511,0.362,748,1388,0.491,2614,2208,505,332,761,2343.0367429094235,0.582338264124042,0.5400210637177462,444,0.18949766850376876,563,785,0.4133754607688257,1.1156461834884044,0.9423667839106338,5.26,1
Four,Columbus,OH,9,Saint Louis,61,34,814,1813,0.449,238,663,0.359,576,1150,0.449,2336,1960,459,346,648,2084.1177263581485,0.556105736268759,0.5146166574738004,382,0.18329098935668983,470,653,0.3601765030336459,1.120857987270229,0.9404459139767332,4.05,0
Four,Portland,OR,5,New Mexico,75,35,876,1898,0.462,264,699,0.378,612,1199,0.462,2545,2076,573,395,821,2308.9793585526313,0.5713657099752146,0.5310853530031612,467,0.20225386522846003,529,748,0.3940990516332982,1.1022186017268325,0.899098552921377,3.34,0
Four,Portland,OR,12,Long Beach State,68,34,880,1880,0.468,221,618,0.358,659,1262,0.468,2510,2175,476,391,750,2269.330411919369,0.5633866044173101,0.5268617021276596,440,0.19388979131860043,529,790,0.42021276595744683,1.1060531277492889,0.9584324911771726,0.87,1
Four,Portland,OR,4,Louisville,69,40,963,2281,0.422,233,733,0.318,730,1548,0.422,2727,2440,532,518,905,2660.0376106816584,0.5156101102690929,0.4732573432704954,562,0.21127520819376028,568,826,0.36212187637001314,1.0251734746341357,0.9172802633323399,9.02,0
Four,Portland,OR,13,Davidson,62,33,879,1969,0.446,255,760,0.336,624,1209,0.446,2571,2238,455,415,752,2234.6489288774637,0.5611968707435477,0.5111731843575419,388,0.1736290631544101,558,731,0.3712544438801422,1.1505162921906915,1.0014995962360045,-1.68,1
Four,Louisville,KY,6,Murray State,58,33,811,1732,0.468,239,604,0.396,572,1128,0.468,2412,2001,418,360,659,2146.24573110893,0.5834994484333572,0.5372401847575058,458,0.21339588163716877,551,761,0.43937644341801385,1.1238228526394127,0.9323256750130452,-2.59,0
Four,Louisville,KY,11,Colorado State,41,32,764,1621,0.471,189,473,0.4,575,1148,0.471,2243,2177,389,266,673,2043.2349946751865,0.5833853516437786,0.5296113510178901,408,0.19968334580372624,526,685,0.4225786551511413,1.0977689819552892,1.065467264251745,5.23,1
Four,Louisville,KY,3,Marquette,88,35,919,2033,0.452,201,596,0.337,718,1437,0.452,2638,2308,580,414,735,2396.913733681462,0.5498949404662642,0.5014756517461879,461,0.1923306598489642,599,831,0.4087555336940482,1.1005819537561117,0.9629049087449226,7.5,0
Four,Louisville,KY,14,BYU,68,35,977,2099,0.465,233,679,0.343,744,1420,0.465,2727,2358,599,381,842,2506.3969419460345,0.5592148434936676,0.5209623630300143,473,0.18871711502837615,540,771,0.3673177703668414,1.0880160098993272,0.9407927214311014,1.55,1
Four,Omaha,NE,7,Florida,71,37,976,2106,0.463,357,939,0.38,619,1167,0.463,2808,2404,551,416,764,2369.7410169491523,0.5816072908036454,0.5481956315289649,410,0.173014686865589,499,700,0.33238366571699907,1.1849396115087167,1.0144568468899413,7.33,0
Four,Omaha,NE,10,Virginia,45,32,721,1576,0.457,155,469,0.33,566,1107,0.457,2000,1735,394,253,691,1921.0124470338983,0.5489920505951074,0.5066624365482234,367,0.1910450921682778,403,558,0.35406091370558374,1.0411176684919772,0.9031695774167902,4.23,1
Four,Omaha,NE,2,Missouri,84,35,981,1945,0.504,293,737,0.398,688,1208,0.504,2814,2321,566,319,706,2273.9832975609756,0.620863118877416,0.5796915167095116,358,0.15743299450967072,559,730,0.37532133676092544,1.2374761076821603,1.020675922505435,5.68,1
Four,Omaha,NE,15,Norfolk State,86,36,870,1977,0.44,198,635,0.312,672,1342,0.44,2482,2416,431,421,765,2427.1360118043845,0.5299432905165345,0.49013657056145676,539,0.2220724332623189,544,829,0.4193222053616591,1.0226044143916058,0.9954118715431585,-5.39,0
