Region,GameCity,GameState,seed,team,score,games,fg,fga,fgPerc,3p,3pa,3pPerc,2p,2pa,2pPerc,pts,opp_pts,ast,orb,drb,poss,tsPerc,efgPerc,tov,toPerc,ft,fta,ftr,ortg,drtg,sos,loss
One,Columbus,OH,1,Kentucky,96,32,862,1828,0.472,204,572,0.357,658,1256,0.472,2365,2036,504,371,789,2216.2198103448277,0.5620567712987432,0.5273522975929978,468,0.21117038924364753,437,627,0.34299781181619254,1.0671324157291164,0.9186814369659538,8.55,0
One,Columbus,OH,16,Florida A&M,76,32,747,1802,0.415,271,782,0.347,476,1020,0.415,2311,2372,405,-9999,-9999,-9999,0.5396405820926193,0.4897336293007769,537,-9999,546,771,0.427857935627081,-9999,-9999,-7.94,1
One,Columbus,OH,8,Washington,100,31,890,1911,0.466,201,569,0.353,689,1342,0.466,2543,2449,501,382,721,2319.846835902085,0.5631787821341884,0.5183150183150184,472,0.2034617082021539,562,788,0.4123495552066981,1.0961930592332148,1.0556731427692265,6.43,1
One,Columbus,OH,9,Alabama-Birmingham,102,32,882,2006,0.44,213,646,0.33,669,1360,0.44,2414,2218,564,401,718,2268.412797140304,0.5260084370533069,0.4927716849451645,431,0.19000069147173929,437,656,0.3270189431704885,1.0641802069902055,0.9777761802420365,5.63,0
One,Kansas City,MO,5,Providence,58,29,717,1592,0.45,228,629,0.362,489,963,0.45,2060,1867,455,342,634,1918.1287909836067,0.5612100342174662,0.5219849246231156,433,0.22574083765144873,398,553,0.3473618090452261,1.0739633384803335,0.973344443176108,8.21,1
One,Kansas City,MO,12,Pacific,66,33,764,1633,0.468,195,546,0.357,569,1087,0.468,2272,2097,478,304,797,2145.6621980018167,0.5792253880198242,0.5275566442131047,471,0.2195126522891751,549,746,0.4568279240661359,1.0588805647579742,0.9773206621027606,0.95,0
One,Kansas City,MO,4,Kansas,78,33,895,1923,0.465,188,562,0.335,707,1361,0.465,2503,2218,572,409,894,2359.9324328472753,0.5562419997155454,0.5143005720228809,485,0.20551435848307065,525,743,0.38637545501820075,1.060623586150775,0.939857416732888,9.44,0
One,Kansas City,MO,13,UIC,53,32,810,1797,0.451,158,410,0.385,652,1387,0.451,2223,2016,468,423,703,2085.262815275311,0.5280285035629454,0.49471341124095713,405,0.19422012277456216,445,700,0.38953811908736785,1.06605267389593,0.9667846111444871,-0.47,1
One,Milwaukee,WI,6,Boston College,58,34,819,1799,0.455,128,393,0.326,691,1406,0.455,2312,2148,543,425,799,2213.5027777777777,0.536985079618722,0.49082823790994995,457,0.2064600978087772,546,804,0.44691495275152865,1.0444983504023915,0.9704076369655436,7.17,0
One,Milwaukee,WI,11,Utah,51,33,768,1630,0.471,196,506,0.387,572,1124,0.471,2134,1893,426,355,785,2028.1800877192982,0.5691759484487688,0.5312883435582823,463,0.22828347581335667,402,556,0.3411042944785276,1.0521748107682574,0.9333490706580652,4.53,1
One,Milwaukee,WI,3,Georgia Tech,65,38,1029,2213,0.465,267,729,0.366,762,1484,0.465,2911,2552,579,429,993,2747.597805907173,0.5629080164598868,0.5253050158156349,578,0.21036557779939047,586,847,0.3827383642114776,1.0594709290208058,0.9288113400415995,11.21,0
One,Milwaukee,WI,14,Northern Iowa,60,31,723,1644,0.44,223,630,0.354,500,1014,0.44,2147,2015,410,268,800,2043.9097752808989,0.5564713444472091,0.5076034063260341,388,0.18983225418875269,478,648,0.39416058394160586,1.0504377570702372,0.9858556499750946,3.2,1
One,Seattle,WA,7,Michigan State,66,30,748,1519,0.492,190,474,0.401,558,1045,0.492,2138,2025,441,270,640,1946.6286813186814,0.6016298597510187,0.554970375246873,438,0.2250043905154479,452,586,0.3857801184990125,1.0983091025617069,1.040260024643338,8.38,1
One,Seattle,WA,10,Nevada,72,34,901,1991,0.453,172,501,0.343,729,1490,0.453,2579,2257,478,449,873,2371.881467473525,0.5472795178677532,0.4957307885484681,445,0.187614771691776,605,830,0.41687594173782017,1.0873224633552592,0.951565257771547,5.82,0
