Region,GameCity,GameState,seed,team,score,games,fg,fga,fgPerc,3p,3pa,3pPerc,2p,2pa,2pPerc,pts,opp_pts,ast,orb,drb,poss,tsPerc,efgPerc,tov,toPerc,ft,fta,ftr,ortg,drtg,sos,loss
Two,New Orleans,LA,7,Penn State,69,33,835,1962,0.426,278,757,0.367,557,1205,0.426,2535,2473,481,349,720,2282.5090645463047,0.5511061254304498,0.4964322120285423,407,0.1783125448752159,587,768,0.39143730886850153,1.1106199048124625,1.0834568144383512,10.54,0
Two,New Orleans,LA,10,Providence,59,31,806,1809,0.446,249,622,0.4,557,1187,0.446,2359,2049,506,391,738,2181.521426040744,0.5579681350287617,0.5143725815367607,467,0.2140707830899287,498,693,0.38308457711442784,1.0813554117968776,0.9392527506451047,5.44,1
Two,New Orleans,LA,2,UNC,70,33,945,1972,0.479,189,519,0.364,756,1453,0.479,2611,2341,576,411,952,2476.239919295671,0.5623858427818176,0.527129817444219,518,0.2091881307475801,532,794,0.4026369168356998,1.0544212536330726,0.9453849692665733,11.77,0
Two,New Orleans,LA,15,Princeton,48,27,540,1203,0.449,218,619,0.352,322,584,0.449,1562,1569,383,174,518,1509.8223410404626,0.573118468944464,0.5394846217788861,340,0.22519205787198518,264,363,0.30174563591022446,1.034558807047179,1.039195114121014,-1.88,1
Three,Dayton,OH,1,Illinois,96,35,929,2046,0.454,247,678,0.364,682,1368,0.454,2725,2307,550,479,921,2513.0742785714283,0.5599621897090252,0.5144183773216031,524,0.208509555196224,620,880,0.43010752688172044,1.084329270820058,0.9179991294612381,11.38,0
Three,Dayton,OH,16,Northwestern State,54,32,768,1856,0.414,175,551,0.318,593,1305,0.414,2292,2397,392,410,768,2338.616977928693,0.5111781183649436,0.4609375,537,0.22962289467154195,581,877,0.47252155172413796,0.9800664331232294,1.0249647644835866,-7.82,1
Three,Dayton,OH,8,Tennessee,63,33,909,1980,0.459,257,697,0.369,652,1283,0.459,2668,2496,528,421,880,2485.9672790161417,0.5643741961686861,0.523989898989899,528,0.21239217605831232,593,872,0.4404040404040404,1.0732241017491995,1.0040357413665673,10.28,1
Three,Dayton,OH,9,Charlotte,70,33,873,1998,0.437,305,848,0.36,568,1150,0.437,2583,2374,471,411,856,2336.3175611681136,0.5519513821221601,0.5132632632632632,418,0.17891403418249704,532,777,0.3888888888888889,1.1055860054865787,1.0161289883953302,7.91,0
Three,Dayton,OH,5,Syracuse,79,34,885,2029,0.436,185,552,0.335,700,1477,0.436,2475,2294,545,442,869,2348.1048360030513,0.5268468376417696,0.48176441596845737,441,0.1878110351966529,520,727,0.358304583538689,1.054041524062848,0.9769580833132013,5.82,0
Three,Dayton,OH,12,Hawaii,69,31,797,1703,0.468,177,507,0.349,620,1196,0.468,2254,2265,557,335,664,2160.319219219219,0.5646179435281858,0.5199647680563712,516,0.23885358951094843,483,666,0.39107457428068115,1.0433643231737941,1.0484561632602678,7.25,1
Three,Dayton,OH,4,Kansas,99,33,1002,1996,0.502,183,465,0.394,819,1531,0.502,2707,2286,641,443,964,2508.727263681592,0.5776387442598884,0.5478456913827655,532,0.21205971956444666,520,789,0.39529058116232463,1.0790331971070621,0.9112190205344456,9.03,0
Three,Dayton,OH,13,Cal State Northridge,75,32,910,1842,0.494,217,547,0.397,693,1295,0.494,2650,2409,608,373,785,2355.781934369603,0.5961486547286962,0.5529315960912052,489,0.207574390849064,613,865,0.46959826275787186,1.1248918931493244,1.0225904039987632,0.24,1
Three,Kansas City,MO,6,Notre Dame,83,30,814,1763,0.462,219,570,0.384,595,1193,0.462,2338,2078,527,370,844,2173.119686985173,0.5627876523715073,0.5238230289279637,434,0.19971288401611226,491,714,0.40499149177538285,1.0758726332480886,0.9562289700126296,5.68,0
Three,Kansas City,MO,11,Xavier,71,29,706,1653,0.427,178,587,0.303,528,1066,0.427,2130,1911,398,391,734,2023.0254311111112,0.5349285757338316,0.4809437386569873,415,0.2051383010900009,540,768,0.4646098003629764,1.0528785092089203,0.9446248033325102,4.59,1
Three,Kansas City,MO,3,Ole Miss,72,35,865,1958,0.442,224,655,0.342,641,1303,0.442,2496,2262,500,416,811,2393.091312143439,0.5372918424632764,0.4989785495403473,500,0.20893477714904285,542,829,0.42339121552604697,1.043002407528022,0.9452209318222698,9.2,0
Three,Kansas City,MO,14,Iona,70,33,912,1896,0.481,159,415,0.383,753,1481,0.481,2549,2375,481,378,861,2460.582372881356,0.5645175578469934,0.5229430379746836,557,0.22636917428118847,566,822,0.43354430379746833,1.035933618030071,0.9652186515580299,-4.09,1
Three,Kansas City,MO,7,Wake Forest,63,30,838,1815,0.462,177,494,0.358,661,1321,0.462,2296,1995,465,342,762,2109.756358695652,0.5511387640665207,0.5104683195592287,375,0.17774564273944984,443,609,0.33553719008264465,1.0882773219460717,0.9456068193738733,10.5,1
Three,Kansas City,MO,10,Butler,79,32,755,1643,0.46,251,617,0.407,504,1026,0.46,2228,1946,388,305,617,1966.4845986984815,0.5772379629821544,0.5359099208764455,377,0.1917126634246297,467,652,0.39683505782105905,1.1329862443238063,0.9895831379955687,3.98,0
Three,Kansas City,MO,2,Arizona,101,36,1015,2131,0.476,193,544,0.355,822,1587,0.476,2926,2386,585,487,946,2647.1825261688764,0.5749430165841389,0.5215861098076021,546,0.2062570278409159,703,940,0.4411074612857813,1.1053261235577287,0.9013356564623174,12.56,0
Three,Kansas City,MO,15,Eastern Illinois,76,31,915,1931,0.474,230,584,0.394,685,1347,0.474,2564,2439,514,359,765,2270.779288256228,0.5782589084348219,0.5334023821853962,427,0.1880411725649924,504,650,0.33661315380631796,1.129127790296582,1.074080608632357,-2.46,1
Four,San Diego,CA,1,Stanford,89,34,953,1865,0.511,252,587,0.429,701,1278,0.511,2829,2226,568,365,879,2377.8803858520896,0.6252431132642596,0.5785522788203753,438,0.1841976588082445,671,903,0.4841823056300268,1.1897150154532505,0.9361278276419002,9.86,0
Four,San Diego,CA,16,UNC Greensboro,60,31,773,1741,0.444,184,480,0.383,589,1261,0.444,2282,2230,414,343,706,2164.5291897044804,0.554712871672209,0.49684089603676046,475,0.21944726005975043,552,718,0.41240666283744976,1.0542708367502116,1.0302471367015653,-5.85,1
Four,San Diego,CA,8,Georgia Tech,62,30,776,1822,0.426,260,700,0.371,516,1122,0.426,2269,2187,488,345,780,2217.5725333333335,0.5368432010902483,0.4972557628979144,474,0.2137472361670665,457,662,0.3633369923161361,1.023190883677371,0.9862135137075411,11.78,1
Four,San Diego,CA,9,St. Joseph's,66,33,905,1879,0.482,255,716,0.356,650,1163,0.482,2625,2352,590,368,873,2372.1570991136177,0.5873744696847645,0.5494944119212347,479,0.20192591805112045,560,808,0.43001596593932945,1.1065877554993553,0.9915026289274224,4.45,0
Four,San Diego,CA,5,Cincinnati,84,35,921,2076,0.444,214,600,0.357,707,1476,0.444,2586,2294,451,464,752,2288.425657894737,0.5364254895453037,0.4951830443159923,380,0.1660530236973419,530,760,0.36608863198458574,1.1300345244245424,1.0024358851623745,7.84,0
Four,San Diego,CA,12,BYU,59,33,744,1620,0.459,185,485,0.381,559,1135,0.459,2324,2069,414,292,696,2109.978299595142,0.5846835060883566,0.516358024691358,433,0.20521538069044745,651,835,0.5154320987654321,1.101433128694226,0.9805788051929233,3.47,1
Four,San Diego,CA,4,Indiana,73,34,858,1896,0.453,181,500,0.362,677,1396,0.453,2408,2186,513,377,891,2383.380110410095,0.5351681957186544,0.5002637130801688,496,0.2081078036329908,511,804,0.4240506329113924,1.0103298208633908,0.9171847958502378,11.05,1
Four,San Diego,CA,13,Kent State,77,34,823,1917,0.429,180,516,0.349,643,1401,0.429,2390,2117,429,403,700,2130.908485947416,0.532968209226817,0.476264997391758,346,0.1623720597490446,564,739,0.3854981742305686,1.121587349133574,0.9934729782911197,1.44,0
Four,Boise,ID,6,Wisconsin,49,29,575,1349,0.426,174,477,0.365,401,872,0.426,1723,1641,358,233,636,1691.144833141542,0.5388011908037925,0.4907338769458858,337,0.19927329309458053,399,568,0.42105263157894735,1.0188364510443984,0.9703485874427498,12.07,1
Four,Boise,ID,11,Georgia State,50,34,929,2068,0.449,276,780,0.354,653,1288,0.449,2701,2337,449,441,730,2367.224824935952,0.5572473096982901,0.5159574468085106,435,0.18375947878620674,567,808,0.390715667311412,1.140998510808148,0.9872319584445176,-3.72,0
Four,Boise,ID,3,Maryland,83,36,1120,2313,0.484,205,540,0.38,915,1773,0.484,3067,2605,692,543,935,2724.6250811907985,0.5666282386674352,0.5285343709468223,523,0.1919530153379571,622,894,0.3865110246433204,1.1256594608824368,0.9560948469510101,10.99,0
Four,Boise,ID,14,George Mason,80,30,784,1705,0.46,142,439,0.323,642,1266,0.46,2127,1963,411,357,661,2041.6078683693518,0.5361680245220618,0.501466275659824,429,0.2101285005051659,417,633,0.3712609970674487,1.0418259220850532,0.9614970780690925,-0.34,1
Four,Boise,ID,7,Arkansas,61,31,881,1990,0.443,273,741,0.368,608,1249,0.443,2476,2152,476,410,690,2254.310636363636,0.5450958981313514,0.5113065326633166,451,0.20006115959577567,441,639,0.32110552763819095,1.0983402021266975,0.9546155553217499,6.16,1
Four,Boise,ID,10,Georgetown,63,33,924,2115,0.437,186,561,0.332,738,1554,0.437,2574,2228,547,607,874,2469.4890006752194,0.5201092754841421,0.4808510638297872,550,0.22271814122258346,540,817,0.3862884160756501,1.0423209009216905,0.9022109429889381,1.58,0
Four,Boise,ID,2,Iowa State,57,31,823,1735,0.474,182,436,0.417,641,1299,0.474,2451,2115,429,375,853,2246.4032573289905,0.5803546058987328,0.5268011527377522,467,0.2078878751962239,623,856,0.49337175792507204,1.0910774777429224,0.9415050450535621,4.87,1
Four,Boise,ID,15,Hampton,58,32,850,1846,0.46,200,575,0.348,650,1271,0.46,2471,2246,449,434,809,2296.8982461786,0.5581910183428209,0.514626218851571,489,0.21289580451095735,571,835,0.452329360780065,1.0757986358825677,0.9778404436229248,-10.6,0
