year,SeedType,Upset,Region,GameCity,GameState,TopSeed,TopCity,TopST,TopTravel,TopScore,TopGames,TopFG,TopFGA,TopFGPer,Top3P,Top3PA,Top3Per,Top2P,Top2PA,Top2Per,TopPTs,TopOppPTS,TopAST,TopORB,TopDRB,TopPoss,TopTSPer,TopEFGPer,TopTOV,TopTOPer,TopFT,TopFTA,TopFTR,TopORTG,TopDRTG,TopSOS,BotSeed,BotCity,BotST,BotTravel,BotScore,BotGames,BotFG,BotFGA,BotFGPer,Bot3P,Bot3PA,Bot3Per,Bot2P,Bot2PA,Bot2Per,BotPTs,BotOppPTS,BotAST,BotORB,BotDRB,BotPoss,BotTSPer,BotEFGPer,BotTOV,BotTOPer,BotFT,BotFTA,BotFTR,BotORTG,BotDRTG,BotSOS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generic Team,,,,,33.4983552631579,852.7615131578947,1878.2434210526317,0.45420065789473685,228.1003289473684,637.9720394736842,0.35673848684210524,624.6611842105264,1240.2713815789473,0.45420065789473685,2437.685855263158,,470.8305921052632,360.2631578947368,788.014802631579,2234.2608050939325,,0.5149615094889132,,,,,,-15.366638129474639,-15.459215049295354,0.9190953947368422
Generic Team,,,,,33.4983552631579,852.7615131578947,1878.2434210526317,0.45420065789473685,228.1003289473684,637.9720394736842,0.35673848684210524,624.6611842105264,1240.2713815789473,0.45420065789473685,2437.685855263158,,470.8305921052632,360.2631578947368,788.014802631579,2234.2608050939325,,0.5149615094889132,,,,,,-15.366638129474639,-15.459215049295354,0.9190953947368422
